Position,Artist,Song Title,spotify_track_ids,danceability,energy,speechiness,acousticness,liveness,instrumentalness,valence,tempo,loudness,lyrics,anger,disgust,fear,joy,sadness
84,Lady Gaga feat. R. Kelly,Do What U Want,5XKXMWPACPq51OiqzxenZo,0.778,0.801,0.086,0.345,0.0881,1.18e-06,0.534,97.47,-4.65,"Do What U Want Lyrics
Yeah (Oh)
Turn the mic up
(Yeah, yeah)
Eh eh eh eh eh eh eh (Oh)
Eh eh eh eh eh eh eh (Oh)

I, I feel good, I walk alone
But then I trip over myself and I fall
I, I stand up, and then I'm okay
But then you print some shit that makes me wanna scream
So do what you want, what you want with my body
Do what you want, don't stop, let's party
Do what you want, what you want with my body
Do what you want, what you want with my body
Write what you want, say what you want 'bout me
If you're wondering, know that I'm not sorry
Do what you want, what you want with my body
What you want with my body

You can't have my heart, and you won't use my mind
But do what you want with my body
Do what you want with my body
You can’t stop my voice 'cause you don't own my life
But do what you want with my body
Do what you want with my body

Early morning, longer nights (Yeah)
Tom Ford, private flights (Yeah)
Crazy schedule, fast life
I wouldn't trade it in, 'cause it's our life
(But let's slow it down)
I could be the drink in your cup
I could be the green in your blunt, your pusher man
Yeah, I got what you want
You wanna escape (Oh)
All of the crazy shit (Let go)
You're the Marilyn, I'm the president
And I love to hear you sing (Girl)
You might also like
Do what I want, do what I want with your body
Do what I want, do what I want with your body
Back of the club, taking shots, gettin' naughty
No invitations, it's a private party
Do what I want, do what I want with your body
Do what I want, do what I want with your body
Yeah, we taking these haters and we roughin' 'em up
And we layin’ the cut like we don't give a fuck

You can't have my heart, and you won't use my mind (My mind)
But do what you want with my body (Yeah)
Do what you want with my body (With your body)
You can’t stop my voice 'cause you don't own my life
But do what you want with my body
Do what you want with my body (Body)

Sometimes I'm scared, I suppose
If you ever let me go
I would fall apart if you break my heart
So just take my body and don't stop the party

You can't have my heart and (Help me now)
You won't use my mind
But do what you want with my body
Do what you want with my body (With your body)
You can’t stop my voice, 'cause
You don't own my life (You)
But do what you want with my body
(What I want, when I want, when I want)
Do what you want with my body
Do what you want with me
What you want with my body
Do what you want with me
What you want with my body, world
Do what you want with me
What you want with my body
Do what you want with me
What you want with my body, world
Help me now
What you want with my body
Do what you want with my body
Do what you want with my body
Want you want with my body, world136Embed",0.087042,0.056306,0.130048,0.318525,0.27585
85,Shakira feat. Rihanna,Can't Remember To Forget You,36pTzqKi2B3O6XU99gvhm9,0.635,0.371,0.0969,0.943,0.0531,0.899,0.0736,150.012,-13.976,"TranslationsΕλληνικάCan’t Remember to Forget You Lyrics
I left a note on my bedpost
Saying not to repeat yesterday’s mistakes
What I tend to do when it comes to you
I see only the good, selective memory

The way you make me feel, yeah
You got a hold on me, I never met someone so different
Oh, here we go, you're part of me now
You're part of me, so where you go
I follow, follow, follow
Oh-oh, ooh-oh-oh, oh-oh, ooh-oh-oh
I can't remember to forget you
Oh-oh, ooh-oh-oh, oh-oh, ooh-oh-oh
I keep forgetting I should let you go
But when you look at me
The only memory is us kissing in the moonlight
Oh-oh, ooh-oh-oh, oh-oh, ooh-oh-oh
I can't remember to forget you

Ooh-ooh, ooh-ooh
I can't remember to forget you
Ooh-ooh, ooh-ooh
I go back again, fall off the train
Land in his bed, repeat yesterday’s mistakes
What I'm tryna say is not to forget
You see only the good, selective memory

The way he makes me feel like
The way he makes me feel, I never seemed to act so stupid
Oh, there we go, he a part of me now
He a part of me, so where he goes
I follow, follow, follow
You might also like
Oh-oh, ooh-oh-oh, oh-oh, ooh-oh-oh
I can't remember to forget you
Oh-oh, ooh-oh-oh, oh-oh, ooh-oh-oh
I keep forgetting I should let you go
But when you look at me
The only memory is us kissing in the moonlight (Oh-oh)
Oh-oh, ooh-oh-oh, oh-oh, ooh-oh-oh (Oh-oh, oh-oh)
I can't remember to forget you

I rob and I kill to keep him with me
I'll do anything for that boy
I'd give my last dime to hold him tonight
I'll do anything for that boy
I rob and I kill to keep him with me
I'll do anything for that boy
I'd give my last dime to hold him tonight
I'll do anything for that boy

Oh-oh, ooh-oh-oh, oh-oh, ooh-oh-oh
I can't remember to forget you
Oh-oh, ooh-oh-oh, oh-oh, ooh-oh-oh
I keep forgetting I should let you go
But when you look at me
The only memory is us kissing in the moonlight (Oh-oh)
Oh-oh, ooh-oh-oh, oh-oh, ooh-oh-oh (Oh-oh, oh-oh)
I can't remember to forget you
But when you look at me
The only memory is us kissing in the moonlight (Oh-oh)
Oh-oh, ooh-oh-oh, oh-oh, ooh-oh-oh (Oh-oh, oh-oh)
I can't remember to forget you259Embed",0.068089,0.036381,0.11178,0.419179,0.297777
86,5 Seconds Of Summer,Amnesia,1JCCdiru7fhstOIF4N7WJC,0.572,0.499,0.0311,0.0283,0.213,0.0,0.108,101.593,-5.237,"Amnesia Lyrics
I drove by all the places we used to hang out getting wasted
I thought about our last kiss, how it felt, the way you tasted
And even though your friends tell me you're doin' fine
Are you somewhere feeling lonely, even though he's right beside you?
When he says those words that hurt you, do you read the ones I wrote you?

Sometimes I start to wonder, was it just a lie?
If what we had was real, how could you be fine?
'Cause I'm not fine at all
I remember the day you told me you were leavin'
I remember the make-up running down your face
And the dreams you left behind, you didn't need them
Like every single wish we ever made
I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape
'Cause I'm not fine at all

The pictures that you sent me, they're still livin' in my phone
I'll admit I like to see them, I'll admit I feel alone
And all my friends keep asking why I'm not around
It hurts to know you're happy, yeah, it hurts that you moved on
It's hard to hear your name when I haven't seen you in so long

It's like we never happened, was it just a lie?
If what we had was real, how could you be fine?
'Cause I'm not fine at all

I remember the day you told me you were leavin'
I remember the make-up running down your face
And the dreams you left behind, you didn't need them
Like every single wish we ever made
I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape
See 5 Seconds of Summer LiveGet tickets as low as $50You might also like
If today I woke up with you right beside me
Like all of this was just some twisted dream
I'd hold you closer than I ever did before
And you'd never slip away
And you'd never hear me say

I remember the day you told me you were leavin'
I remember the make-up running down your face
And the dreams you left behind, you didn't need them
Like every single wish we ever made
I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape
'Cause I'm not fine at all

No, I'm really not fine at all
Tell me this is just a dream
'Cause I'm really not fine at all158Embed",0.10175,0.036954,0.163532,0.214111,0.366354
87,T.I. feat. Iggy Azalea,No Mediocre,0SqUFLaRXwufRUsJ0t4dXB,0.781,0.495,0.0432,0.0957,0.0778,0.0,0.195,95.466,-7.449,"No Mediocre Lyrics
All I fuck bad bitches, I don't want no mediocre ho
Don't want no mediocre, I don't want no mediocre, no!
Bad bitches only, ain't no mediocre ho
Don't want no mediocre, I won't hit no mediocre, yeah
Bad bitch stuntin' on them mediocre hoes
On them mediocre, you stunt on them mediocre
7, bitches with me and ain't none of them mediocre
From they head to they toes they so far from mediocre

Right hand in the air, I solemnly swear
I never fuck a bitch if she don’t do her hair, no more
You won’t get no dick if it’s a bush down there
Girl, I should see nothing but pussy when I look down there
Hey, come fuck with a nigga, what better to do?
He call and ask how you doin, tell him ""Better than you"", yeah
I’m kicked back with four pieces like a Kit Kat
Me fucking if you ain’t a dime, just forget that
Pretty face, fat ass, if she don’t have
Have one of these, well, I think I’ll pass
I just handed her the keys to a new drop Jag
When she took it, I took it back, you shoulda asked for a Benz
That’s mediocre bitch!
All I fuck bad bitches, I don't want no mediocre ho
Don't want no mediocre, I don't want no mediocre, no!
Bad bitches only, ain't no mediocre ho
Don't want no mediocre, I won't hit no mediocre, yeah
Bad bitch stuntin' on them mediocre hoes
On them mediocre, you stunt on them mediocre
7, bitches with me and ain't none of them mediocre
From they head to they toes they so far from mediocre

Heard he want to lay it down on Iggy Iggy
Gave it to him twice, now he want a 3, Mike Bibby
Diva, but I need a bad boy, rest in peace, Whitney
Pardon me but I don’t think none of these bitches fucking with me
Want a billboard bitch? Stop running in place
Heels on me saying gimme 6 inches of space
Courtside while designer frames cover my face
Now everybody in the game wanna get 'em a taste
I’m still Grand Hustle first lady, fuck you pay me
Bet he won't go 12 rounds with the million dollar baby
I can change your life quick, stop playing with me
And if you ain't talking money what you saying to me? Iggs

All I fuck bad bitches, I don't want no mediocre ho
Don't want no mediocre, I don't want no mediocre, no!
Bad bitches only, ain't no mediocre ho
Don't want no mediocre, I won't hit no mediocre, yeah
Bad bitch stuntin' on them mediocre hoes
On them mediocre, you stunt on them mediocre
7, bitches with me and ain't none of them mediocre
From they head to they toes they so far from mediocre
You might also like
I'm in Brazil with a bitch
Catch me in a mansion in the hills with a bitch
Get her out them tennis shoes, throw some heels on a bitch
I’m the type of nigga split a mil with a bitch
Hold up, only if she bad though
Out here trying to find someone that better than my last ho
Take her to my castle, drown her in my cash flow
Say your dick so little she can fit it in her asshole
Told me she can't ride this shit no further than a cab go
Said I got that dumb dick, she wanna be my tutor
So she give me brain, getting head on the scooter
Had sex on the beach from Bermuda up to Cuba
I done fucked a lot of dimes but I’m looking for a cuter bitch
You the shit, what she say when she got to sit
When I ain't around, give a damn who you do it with
Super thick, pretty face, ménage à veinte
20 at the same time, wanna get ya rent paid?

All I fuck bad bitches, I don't want no mediocre ho
Don't want no mediocre, I don't want no mediocre, no!
Bad bitches only, ain't no mediocre ho
Don't want no mediocre, I won't hit no mediocre, yeah
Bad bitch stuntin' on them mediocre hoes
On them mediocre, you stunt on them mediocre
7, bitches with me and ain't none of them mediocre
From they head to they toes they so far from mediocre205Embed",0.309828,0.108139,0.065865,0.146087,0.273111
88,Kongos,Come With Me Now,2kWowW0k4oFymhkr7LmvzO,0.654,0.726,0.0401,0.0311,0.0618,6.35e-05,0.728,103.987,-3.803,"Come with Me Now Lyrics
Come with me now
Come with me now
Whoa, come with me now
I'm gonna take you down
Whoa, come with me now
I'm gonna show you how
Whoa, come with me now
I'm gonna take you down
Whoa, come with me now
I'm gonna show you how
Afraid to lose control
And caught up in this world
I've wasted time, I've wasted breath
I think I've thought myself to death
I was born without this fear
Now only this seems clear
I need to move, I need to fight
I need to lose myself tonight

Whoa, come with me now
I'm gonna take you down
Whoa, come with me now
I'm gonna show you how

I think with my heart and I move with my head
I open my mouth and it's something I've read
I stood at this door before, I'm told
But a part of me knows that I'm growing too old
Confused what I thought with something I felt
Confuse what I feel with something that's real
I tried to sell my soul last night
Funny, he wouldn't even take a bite
Far away
I heard him say (Come with me now)
Don't delay
I heard him say (Come with me now)
Far away
I heard him say (Come with me now)
Don't delay
I heard him say (Come with me now)

Whoa, come with me now
I'm gonna take you down
Whoa, come with me now
I'm gonna show you how

Afraid to lose control
And caught up in this world
I've wasted time, I've wasted breath
I think I've thought myself to death
I was born without this fear
Now only this seems clear
I need to move, I need to fight
I need to lose myself tonight
You might also like
Whoa, come with me now
Whoa, come with me now
I'm gonna take you down
Whoa, come with me now29Embed",0.075013,0.032478,0.192936,0.317197,0.307693
89,Lil Wayne feat. Drake,Believe Me,6t2eIONH4Sax3R21QWiKNp,0.844,0.491,0.17,0.272,0.111,0.0,0.196,91.935,-8.807,"Believe Me Lyrics

I'm the only one that get the job done
I don't know a nigga that could cover for me
Yeah, got some game from my dad
He said she might say she love me
She don't love me like she say she love me
Believe me, believe me
I'm that nigga, boy they love me in the streets
I'm not tryna find nobody else to beat
I'm the one they come to see because they all
Believe me
Yeah, rip, rip rip
It's been me and Young Tune off the rip
That's the man that put me in this shit
If a nigga fuck with him, I'll put him down quick
Got a verse for anybody wanna talk about the clique
I've been takin' shit light, you don't wanna hear me trip
God damn, do y'all really know who y'all fuckin' with?
Yeah, I mean you can't blame me for wonderin'
Doesn't matter, could be winter or the summer
On the road, I do One Direction numbers, I don't fuckin' miss
Yeah, Stunna and Mack know
When Wayne was gone for eight months, we put this thing up on our back
And I was snappin' off on every single track though
Collect call from the boss like where we at though
I was like, ""Hah, it's our time, nigga""
He left Rikers in a Phantom, that's my nigga
And I'll been rockin' with the team 'til Carter IX
And we YMCMB, waitin' on somebody to try us, nigga
Yeah

I'm the only one that get the job done
I don't know a nigga that could cover for me
Yeah, got some game from my dad
He said she might say she love me
She don't love me like she say she love me
Believe me, believe me
I'm that nigga, boy they love me in the streets
I'm not tryna find nobody else to beat
I'm the one they come to see because they all
Believe me
See Lil Wayne LiveGet tickets as low as $90You might also like
Lord knows I'll murk one of these niggas, yeah
His and hers Ferraris, nigga
One for me, one for my daughter, nigga
Waitin' for someone to test me like a Harvard nigga
I tote a 223, two Michael Jordans, nigga
Come on, fight these shell cases like a lawyer, nigga
Find out where you stay, and act like we found some oil, nigga
Out of duct tape so when he prayin' I ignore the nigga
All I gotta say is ""sayonara, nigga""
Drop dead gorgeous but the bitch ain't dyin' for a nigga
Where the real queens at? Shout out Capone and Noreaga
We can shoot it out and see who live to tell the story later
Diamonds in my Rollie face cannot be exfoliated
They think I'm associated, I'm the one that orchestrated
Yayo get her ass whipped, whip that ass like horses racin'
Ain't 'bout what you walk away from, it's 'bout what you walk away with
Dead Presidents, them coffins vacant
I must be doin' somethin'

I'm the only one that get the job done
I don't know a nigga that could cover for me
Yeah, got some game from my dad
He said she might say she love me
She don't love me like she say she love me
Believe me, believe me
I'm that nigga, boy they love me in the streets
I'm not tryna find nobody else to beat
I'm the one they come to see because they all
Believe me
Had to get it poppin' off the rip
Rich young nigga that ain't never had to trick
Slim Thug flow but you know I like 'em thick
If she get a job at DOA, I drop her off a tip
I had to get it poppin' off the rip
I'm the one they tell yah been reppin' in the 6
Come into the city and yah niggas get to trippin'
We'll take yah to the Scarborough Bluff and drop you off a cliff
Well damn, just be happy for the man
Nirvana, Coldplay, nigga got bands
Ink from the money, got it all over my hands
Goin' out to Houston, spendin' all of my advance
V Live just took me for a cheque
""Drake you know I love you, you just took me outta debt""
Yes, right now you are lookin' at the best
Mothafuck award shows and mothafuck the press like that

Mothafuck the rest
When they jumped off the porch, I was stumblin' up the steps
I'd give what I collect before I give up my connect
It'd be a cold day in Hell, icicles made of sweat
One finger, slidin' 'cross my neck
Niggas know what that mean like they deaf
Nigga I'll fire this nina like it's her first day
On the job and the bitch overslept
Tune stay humble, nigga I'm a king
Need a horn and a drumroll
They throw mothafuckin' roses at my feet, nigga
I don't step on one rose
I'm the only one that get the job done
I don't know a nigga that can cover for me
Tape a couple kilos to the bitch stomach
She look like she got a bun in the oven from me
Preheat, believe me
All you gotta do is pay me every week
I had these bitches havin' babies every week
I'm the nigga, see me skatin' in the streets
Gone

Rip rip, nigga1.7KEmbed",0.098963,0.071358,0.118438,0.308295,0.272065
90,"Mike Will Made-It feat. Miley Cyrus, Wiz Khalifa and Juicy J",23,20FZrLl9zSbO9b3DhaqO6M,0.859,0.599,0.0614,0.000362,0.13,8.2e-06,0.319,140.005,-5.254,"23 Lyrics
I'm in the club high on purp with some shades on
Tatted up, mini skirt with my J's on

J's on my feet
J's on my feet
J's on my feet
So get like me
J's on my feet
J's on my feet
J's on my feet
So get like me
I be in the club standing on the couch
In them Wolf Grey's like it's my house
Drinking out the bottle, I got no respect
Looking like a model, who just got a check
I back it up, cause I don't give a fuck
If you're a lame, that's a shame you can't hang with us
I'm MC Hammer fly, you can't touch
J's so fly I should work at Flight Club

Put on my J's and dance the whole night away
I'm naughty by nature like I'm Hip-Hop Hooray
With my hands in the sky, I wave ‘em from side to side
My feet on the floor, I'm 'bout to turn up now

I'm in the club high on purp with some shades on
Tatted up, mini skirt with my J's on

J's on my feet
J's on my feet
J's on my feet
So get like me
J's on my feet
J's on my feet
J's on my feet
So get like me
You might also like
I be rockin' J's or
I be rockin' Taylors
I got lots of flavors, my kick game is major
More kicks than the players, call me up I'm scorin'
Hit it like a free throw, tongue out like I'm Jordan
Smiley, Miley, come swing the thing right by me
Got a joint if you wanna get stoned, got choppers if they wanna try me
Pro athlete I'm not no wannabe
Waitress asked how many bottles? I said 23

Put on my J's and dance the whole night away
I'm naughty by nature like I'm Hip-Hop Hooray
With my hands in the sky, I wave ‘em from side to side
My feet on the floor, I'm 'bout to turn up now

I'm in the club high on purp with some shades on
Tatted up, mini skirt with my J's on

J's on my feet
J's on my feet
J's on my feet
So get like me
J's on my feet
J's on my feet
J's on my feet
So get like me
I stay showin' out, my kick game is a beast
I got thirty pairs of J's that ain't never been released
Flu game 12's, Space Jam 11's
On the hype beast sick, they gon' need a paramedic
Turn up, turn up, turn up, I get trippy, I stay live
All this purple in my cup, match them grape 5's
I'm so high, I got three bitches that go bi
I'm so fly, I'm gettin' head like a blow dryer

Put on my J's and dance the whole night away
I'm naughty by nature like I'm Hip-Hop Hooray
With my hands in the sky, I wave ‘em from side to side
My feet on the floor, I'm 'bout to turn up now

I'm in the club high on purp with some shades on
Tatted up, mini skirt with my J's on

J's on my feet
J's on my feet
J's on my feet
So get like me
J's on my feet
J's on my feet
J's on my feet
So get like me247Embed",0.074947,0.077223,0.113145,0.354896,0.21712
91,Jake Owen,Beachin',5dNGORzxFb5z3v7vSAFkTU,0.527,0.902,0.0601,0.344,0.0669,4.63e-05,0.709,181.964,-5.352,"Beachin’ Lyrics
Just watching her blonde hair, sun burn, stare at them
Whitecaps rolling over
Laid back in a thrift store beach chair
Dropping limes in her Corona
Well she looks back, yeah, she throws me a kiss
Like ""Honey, I sure want you""
And it's a hundred and three between her and me
And only 92 in Daytona

And it's sunshine, blue eyes, tan lines, it's low tide
Rolling white sand, cold can koozie in my hand, just a summertime strollin'
Chillin', breezin', sippin', singin' woah a oh, oh
Beachin'
We got 2-for-1s, we're at a margarita bar
Whatever happens happens
And there's a reggae band, full of dread heads
Just sittin' in the corner laughin'
Well my baby walks over, drops a 20 in a jar
She smiles and shakes it at me
Yeah, she gets 'em going, she gets 'em playing
A little, don't worry be happy

And it's sunshine, blue eyes, tan lines, it's low tide
Rolling white sand, cold can koozie in my hand, just a summertime strollin'
Chillin', breezin', sippin', singin' woah a oh, oh
Beachin'

Ah yeah
Lil palm tree leanin'
I got a margerita in my hand, I'm doin' a little drinkin'

Talking 'bout
Sunshine, blue eyes, tan lines, it's low tide
Rolling white sand, cold can koozie in my hand, just a summertime strollin'
Chillin', breezin', sippin', singin' woah a oh, oh
Beachin' (Aw, we're just beachin')
Sunshine, blue eyes, tan lines, it's low tide (Under the palm tree leanin')
Rolling white sand, cold can koozie in my hand...See Jake Owen LiveGet tickets as low as $78You might also like6Embed",0.061313,0.065259,0.093962,0.459555,0.180627
92,Macklemore & Ryan Lewis feat. Schoolboy Q and Hollis,White Walls,1o1Pny4JcE3LdUBeBedbm6,0.768,0.782,0.141,0.0545,0.338,0.0,0.842,116.492,-5.545,"White Walls Lyrics
I wanna be free
I wanna just live
Inside my Cadillac
That is my shit
Now throw it up (Man throw that up)
That's what it is (That's what it is)
In my C-A-D-I-L-L-A-C, bitch (Biatch!)

Can't see me through my tints (Nuh-uh)
I'm riding real slow (Slow motion)
In my paint, wet, drippin', shinin' like my 24s (Umbrella)
I ain't got 24s (Nuh-uh)
But I'm on those Vogues (Yeah)
That's those big white walls, r-r-round them hundred spokes
Old school like Olde English in that brown paper bag
I'm rollin' in that same whip that my granddad had
Hello, haters, damn y'all mad
30k on the Caddy, now how backpack rap is that?
I got that off-black Cadillac, midnight drive
Got that gas pedal, leaning back, taking my time
I'm rolling that roof off, letting in sky
I shine, the city never looked so bright

Man, I'm loungin'
In some shit Bernie Mac would've been proud of
Lookin' down from heaven like damn that's stylish
Smilin', don't pay attention to the mileage
Can I hit the freeway? Illegally going 120
Easy weavin' in and out of the traffic
They cannot catch me, I'm smashin'
I'm duckin', buckin' them out here
I'm lookin' fuckin' fantastic, I am up in a classic
Now I know what it's like under the city lights
Ridin' into the night, drivin' over the bridge
The same one we'd walk across as kids
Knew I'd have a whip but never one like this
Old school, old school
Candy paint, two-seater
Yeah, I'm from Seattle, there's hella Honda Civics
I couldn't tell you about paint either
But I really wanted a Caddy so I put in the hours
And rolled on over to the dealer
And I found the car I dreamed of, placed a bargain with this geezer
Got the keys in, as I was leavin' I started screamin'
You might also like
I got that off-black Cadillac, midnight drive
Got that gas pedal, leaning back, taking my time
I'm rolling that roof off, letting in sky
I shine, the city never looked so bright

Yeah, uh
Backwoods and dope
White hoes in the backseat snortin' coke
She doing line after line like she's writing rhymes
I had her inhalin' my love, tryna blow her mind
Cadillac pimpin', my uncle was on
14, I stole his keys, me and my niggas was gone
Stealing portions of his liquor, water in his Patron
Drivin', smilin' like I won the fucking lottery homes
(Fuckin' lottery homes)
Tires with the spokes on it, and the Vogues too
Mustard and mayonnaise, keepin' the buns all on
My dogs hangin' out the window
Young as whoosh, fuckin' like we ball
Tryna fuck 'em all
Never park the whip, see what's poppin' at the mall
Meet a bad bitch, slap her booty with my paw
You can smoke the pussy, I was tearin' down the walls
I'm motherfuckin' awe-
-some, swear these sights tryna hypnotize
Grip the leather steerin' wheel while I grip the thighs
See the lust stuck up in her eyes
Maybe she like the ride or did she like the smoke?
Or does she want it low?
'Cause this shit a Coupe de Ville so you'll never know
So we cruise for minutes, my nigga fuck the limit
Got a window tinted, for sure a gangsta in it
Slide 'til the gas is finished
Q
Off-black Cadillac, midnight drive
Got that gas pedal, leaning back, taking my time
I'm rolling that roof off, letting in sky
I shine, the city never looked so bright
Got that off-black Cadillac, midnight drive
Got that gas pedal, leaning back, taking my time
I'm rolling that roof off, letting in sky
I shine, the city never looked so, looked so bright115Embed",0.151851,0.06375,0.108751,0.353669,0.167122
93,5 Seconds Of Summer,She Looks So Perfect,1gugDOSMREb34Xo0c1PlxM,0.494,0.951,0.132,0.000569,0.327,0.0,0.441,160.025,-4.237,"TranslationsPortuguêsShe Looks So Perfect Lyrics
Hey-hey, hey-hey, hey-hey, hey
Hey-hey, hey-hey, hey-hey, hey

Simmer down, simmer down
They say we're too young now to amount to anything else
But look around
We worked too damn hard for this just to give it up now
If you don't swim, you'll drown
But don't move, honey
You look so perfect standing there
In my American Apparel underwear
And I know now that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now that I'm so down (Hey!)

Hey-hey, hey-hey, hey-hey, hey

Let's get out, let's get out
'Cause this deadbeat town's only here just to keep us down
While I was out
I found myself alone, just thinkin'
If I showed up with a plane ticket
And a shiny diamond ring with your name on it
Would you wanna run away too?
'Cause all I really want is you

You look so perfect standing there
In my American Apparel underwear
And I know now that I'm so down
I made a mixtape straight out of '94
I've got your ripped skinny jeans lying on the floor
And I know now that I'm so down (Hey!)
See 5 Seconds of Summer LiveGet tickets as low as $50You might also like
Hey-hey, hey-hey, hey-hey, hey

You look so perfect standing there
In my American Apparel underwear
And I know now that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now that I'm so down, (Hey!)

Hey-hey, hey-hey, hey-hey, hey

You look so perfect standing there
In my American Apparel underwear
And I know now that I'm so down (Hey!)
Your lipstick stain is a work of art (Hey!)
I got your name tattooed in an arrow heart (Hey!)
And I know now (Hey!) that I'm so down (Hey!)146Embed",0.065111,0.051155,0.086048,0.488892,0.209125
94,Zedd feat. Hayley Williams,Stay The Night,2QtJA4gbwe1AcanB2p21aP,0.596,0.738,0.0411,0.109,0.0947,0.0,0.461,127.961,-3.109,"Stay the Night Lyrics
I know that we are upside down
So hold your tongue and hear me out
I know that we were made to break
So what? I don't mind

You kill the lights, I'll draw the blinds
Don't dull the sparkle in your eyes
I know that we were made to break
So what? I don't mind
Are you gonna stay the night?
Are you gonna stay the night?
Oh-oh, oh-oh, oh-oh, oh-oh
Why are you gonna stay the night?
Are you gonna stay the night?
Doesn't mean we're bound for life
So, oh, oh-oh, oh-oh, oh-oh
Why are you gonna stay the night?

Are you gonna stay the night?
Doesn't mean we're bound for life
So, oh, oh-oh, oh-oh, oh-oh
Why are you gonna stay the night?
I am a fire, you're gasoline
Come pour yourself all over me
We'll let this place go down in flames
Only one more time

You kill the lights, I'll draw the blinds
Don't dull the sparkle in your eyes
I know that we were made to break
So what? I don't mind
See Zedd LiveGet tickets as low as $74You might also like
Are you gonna stay the night?
Are you gonna stay the night?
Oh-oh, oh-oh, oh-oh, oh-oh
Why are you gonna stay the night?
Are you gonna stay the night? (We get burned)
Doesn't mean we're bound for life (We never learn)
So, oh, oh-oh, oh-oh, oh-oh
Why are you gonna stay the night?

(Night, night, night, night, night, night, night, night)
(Night, night, night, night, night, night, night, night, night)
(Nigh-nigh-nigh-nigh-nigh—)
(Nigh-nigh-nigh-nigh-nigh-nigh—)
Why are you gonna stay the night?

Are you gonna stay the night?
Doesn't mean we're bound for life
So, oh, oh-oh, oh-oh, oh-oh
Why are you gonna stay the night?

(Are you gonna stay the night?)
(Are you gonna stay the night?)
(Oh-oh, oh-oh, oh-oh, oh-oh)
(Why are you gonna stay the night?)67Embed",0.072097,0.040718,0.17615,0.246408,0.319488
